text,category
Name correction in PAN card not done for 2 days near Old City please resolve asap.,Documents
Dirty water coming from taps from 10 AM today kindly look into this jaldi Kindly help.,Water
Road has big potholes causing accidents Kindly help.,Roads
General complaint about public service delay near Civil Lines Thanks.,Other
Harassment complaint needs attention for a week pls.,Law & Order
Road construction left incomplete; status pending for 48 hours kindly look into this pls.,Roads
Electricity bill shows wrong meter reading,Electricity
Passport verification delayed; service not working!,Documents
Requesting guidance for grievance process for a week urgent pls.,Other
Tax portal login problem from last night near Station Road please resolve asap Kindly help.,Tax
School has no proper drinking water and toilets pls.,Education
Drain is blocked and sewage is overflowing - garbage; support not responding kripya,Sanitation
Broadband internet not working; complaint not updated for 2 days bahut problem Thanks.,Internet Services
Wrong cylinder delivered by agency since yesterday near MG Road!,Gas
Salary not received under scheme requesting quick action pls.,Employment
Harassment complaint needs attention for 2 days near Sector 21 please resolve asap,Law & Order
Delay in pension payment every month for 3 days near Sector 21 kindly look into this sir/madam Thanks.,Pension
Passport verification delayed - passport from 10 AM today pls.,Documents
Scholarship amount not received; status pending for 2 days requesting quick action jaldi pls.,Education
Net banking login not working near Sector 12 needs immediate attention bahut problem,Banking
Wrong cylinder delivered by agency - cylinder for 48 hours!,Gas
Train delayed without information sir/madam Thanks.,Railways
Harassment complaint needs attention from last night.,Law & Order
Road construction left incomplete; support not responding near Sector 12 please resolve asap namaskar,Roads
Public bus service delayed daily; status pending for 48 hours kripya Thanks.,Transport
Transformer is sparking and making noise; service not working for 2 days needs immediate attention,Electricity
Frequent power cuts every night from last night!,Electricity
College fee receipt not generated online - scholarship for 3 days near Nehru Nagar!,Education
LPG subsidy not received - gas leakage; status pending near Ward 11 urgent!,Gas
Employment office registration issue near Gandhi Nagar Thanks.,Employment
Net banking login not working; portal error Kindly help.,Banking
No water supply to our house pls.,Water
Housing scheme application rejected wrongly; status pending Thanks.,Housing
Harassment complaint needs attention for 3 days madad kijiye.,Law & Order
Aadhaar update request pending for a week near Sector 21 needs immediate attention bahut problem.,Documents
Road has big potholes causing accidents; bill issue Kindly help.,Roads
Internet bill paid but service suspended - wifi,Internet Services
Scholarship amount not received kindly look into this Kindly help.,Education
Hospital staff not available at counter near MG Road kripya!,Healthcare
Drain is blocked and sewage is overflowing; bill issue please,Sanitation
Salary not received under scheme - recruitment for 2 days near Phase 1 Thanks.,Employment
SIM not active even after recharge; status pending for 3 days namaskar pls.,Telecom
No network coverage inside my house,Telecom
Wrong cylinder delivered by agency since last month pls.,Gas
Wrong tax demand notice received from 10 AM today near Block C requesting quick action.,Tax
Need correction in insurance policy details; bill issue since last month near Block A,Insurance
Salary not received under scheme kindly look into this namaskar!,Employment
Wrong cylinder delivered by agency since last week madad kijiye Thanks.,Gas
Housing scheme application rejected wrongly from last night.,Housing
Passport verification delayed since yesterday please Kindly help.,Documents
Train delayed without information - delay; refund not received namaskar Kindly help.,Railways
Medicine not available in dispensary,Healthcare
Ticketing machine not working in bus near Ward 11 Thanks.,Transport
Ticketing machine not working in bus near Sector 21.,Transport
Voltage fluctuation is damaging appliances since last month!,Electricity
Scholarship amount not received Thanks.,Education
Need help regarding government portal issue; bill issue for a week near Sector 12 high priority please.,Other
Harassment complaint needs attention; bill issue for 2 days near Ward 5 pls.,Law & Order
No network coverage inside my house near Civil Lines urgent madad kijiye,Telecom
Scholarship amount not received; status pending,Education
Drain is blocked and sewage is overflowing since last week requesting quick action pls.,Sanitation
Dirty water coming from taps; complaint not updated near MG Road kindly look into this Kindly help.,Water
Insurance claim not processed yet since yesterday near Gandhi Nagar please resolve asap Thanks.,Insurance
Name correction in PAN card not done since last week.,Documents
Need correction in insurance policy details Kindly help.,Insurance
General complaint about public service delay.,Other
Wrong cylinder delivered by agency from 10 AM today near Ward 5 bahut problem!,Gas
Need correction in insurance policy details from last night Kindly help.,Insurance
Pension status showing pending for long time; complaint not updated near Main Bazaar kindly look into this madad kijiye.,Pension
Delay in pension payment every month - payment since yesterday kripya.,Pension
ATM cash not received but balance debited from 10 AM today near New Town urgent Kindly help.,Banking
Requesting guidance for grievance process for a week near New Town!,Other
Frequent power cuts every night - meter from 10 AM today Kindly help.,Electricity
Salary not received under scheme since last month near Main Bazaar Thanks.,Employment
Cheque clearance taking too long since last week.,Banking
